Date,Buoy,Latitude,Longitude,rhow_B1,rhow_B2,rhow_B3,rhow_B4,rhow_B5,rhow_B6,rhow_B7,rhow_B8A,Chl,Turbidez
2018-11-07,CTD10,4170388,695646,0.0059614796,0.008957596,0.012179166,0.0022053062,0.0016282179,0.00037899124,0.00037582326,0.0001442987,1.046,1.406
2018-11-07,CTD11,4169609,700351,0.012886053,0.017796459,0.024787502,0.007835425,0.00603789,0.0015348394,0.0014992018,0.000599152,0.9415,1.1415000000000002
2018-11-07,CTD12,4173438,695414,0.0098239565,0.01541948,0.018726682,0.0026830398,0.0018863656,0.0004634717,0.00044152894,0.0001702212,1.04,0.9875
2019-03-12,CTD1,4187246,695025,0.014415671,0.019637423,0.026712772,0.008905154,0.0068145003,0.0017556895,0.0017761044,0.0006982621,0.215,0.7709999999999999
2019-03-12,CTD2,4181518,693105,0.017496366,0.025007116,0.023616333,0.0032228625,0.002021565,0.0005280862,0.0005006848,0.0001948745,0.5615,1.5255
2019-03-12,CTD3,4181698,695238,0.01816359,0.02499046,0.03111511,0.0083837975,0.005702663,0.0014147563,0.0013982252,0.0005518344,0.5305,1.111
2019-03-12,CTD4,4180266,698264,0.007334281,0.010155237,0.013102399,0.0025575105,0.00193892,0.00045172457,0.00045407645,0.00017387573,0.353,0.7295
2019-03-12,CTD5,4179450,700268,0.035592765,0.050495792,0.048388764,0.0060255826,0.0035654623,0.0010158718,0.0009035511,0.00035993868,0.216,0.636
2019-03-12,CTD6,4176009,695829,0.012480198,0.018978415,0.021594347,0.0028746447,0.001970692,0.00048432642,0.00046773136,0.00017980658,0.357,0.903
2019-03-12,CTD7,4176724,690397,0.011743419,0.01600534,0.020520989,0.004671264,0.003513887,0.0008326455,0.0008343574,0.00032239183,0.296,1.3279999999999998
2019-03-12,CTD8,4174178,693048,0.01230732,0.016607821,0.01991802,0.0055845445,0.0037350056,0.00097636005,0.00094272924,0.00038353048,0.2995,0.8675
2019-03-12,CTD9,4171106,693183,0.03875723,0.050480645,0.06304502,0.03859489,0.02512416,0.006934695,0.006937211,0.002712274,0.196,0.386
2019-03-12,CTD10,4170388,695646,0.0074893767,0.01072639,0.015971415,0.0041573634,0.003338763,0.000779129,0.00076713774,0.0003014293,0.36,0.787
2019-03-12,CTD11,4169609,700351,0.009064786,0.013672549,0.017489858,0.0028562841,0.0020584208,0.00047920668,0.00047990293,0.0001826718,0.2315,0.7855
2019-03-12,CTD12,4173438,695414,0.022905659,0.032852698,0.036691446,0.0067616757,0.0043135267,0.0010978811,0.0010668891,0.000419933,0.354,1.1115
2019-06-25,CTD1,4187246,695025,0.01595835,0.022439102,0.03017332,0.011136152,0.007868263,0.0021698847,0.0021287536,0.00086070545,1.527,1.1395
2019-06-25,CTD2,4181518,693105,0.01725381,0.023313245,0.027618423,0.013434552,0.007923474,0.002471516,0.0024137069,0.0010155786,2.7895000000000003,1.5305
2019-06-25,CTD3,4181698,695238,0.013677982,0.018844109,0.02401658,0.008648126,0.0059049707,0.0016719813,0.0016432297,0.0006751091,3.218,1.4085
2019-06-25,CTD4,4180266,698264,0.030526582,0.038700573,0.034660816,0.015487341,0.007317539,0.002456346,0.0024470412,0.0010540336,3.4165,1.2935
2019-06-25,CTD5,4179450,700268,0.015592463,0.023383597,0.030398939,0.005883955,0.0044146553,0.0009885378,0.0010126217,0.00039591495,0.265,0.7885
2019-06-25,CTD6,4176009,695829,0.012677141,0.01747981,0.022342425,0.007812957,0.0053280694,0.0015199532,0.0015309132,0.00062224193,3.6685,1.6015
2019-06-25,CTD7,4176724,690397,0.009490057,0.01300095,0.017065883,0.005224293,0.0038281155,0.0010386205,0.0010117993,0.00041156873,1.991,1.949
2019-06-25,CTD8,4174178,693048,0.013120828,0.018459203,0.02100228,0.005545935,0.0034707163,0.0009655104,0.0009591819,0.00039340137,2.197,1.455
2019-06-25,CTD9,4171106,693183,0.022859558,0.034448635,0.047342725,0.022112038,0.013440989,0.0035682237,0.0036124045,0.0014443668,0.774,1.63
2019-06-25,CTD10,4170388,695646,0.012855368,0.01821714,0.023414735,0.007812957,0.0051979544,0.0014552199,0.0014632202,0.0005967351,2.1735,1.3455
2019-06-25,CTD11,4169609,700351,0.009563544,0.012887298,0.01938384,0.0068315933,0.006181115,0.0016262133,0.001575473,0.0006242102,2.1355,1.604
2019-06-25,CTD12,4173438,695414,0.009464639,0.013168927,0.019662173,0.0056982376,0.0049106367,0.0012370398,0.0012469956,0.00048595766,2.616,1.4425
2019-07-10,CTD1,4187246,695025,0.02244852,0.029512648,0.038751207,0.014356996,0.011215475,0.002996462,0.002930761,0.001161713,0.8,0.962
2019-07-10,CTD2,4181518,693105,0.02099952,0.027423631,0.032394562,0.012155564,0.008110392,0.0022948033,0.0022273997,0.00091314723,1.014,0.975
2019-07-10,CTD3,4181698,695238,0.018481221,0.025132358,0.02665164,0.0119269695,0.0062073227,0.0019778123,0.0019519493,0.0008401753,1.375,1.043
2019-07-10,CTD4,4180266,698264,0.023308791,0.02962899,0.030974673,0.010895146,0.0065135118,0.001916251,0.0018990426,0.0007896668,1.266,1.423
2019-07-10,CTD6,4176009,695829,0.017183442,0.024626616,0.028145969,0.0071778605,0.0045234994,0.0011817187,0.001235072,0.0004941187,0.712,0.981
2019-07-10,CTD7,4176724,690397,0.012642662,0.018100338,0.023214782,0.005375887,0.0039007452,0.0009479887,0.0009755736,0.00038255932,1.389,1.139
2019-07-10,CTD8,4174178,693048,0.019692112,0.028804151,0.036263414,0.010555122,0.0069019985,0.001753429,0.0018197856,0.00072927034,1.067,1.138
2019-07-10,CTD9,4171106,693183,0.026607102,0.039714172,0.050871305,0.026257304,0.014116002,0.0037994434,0.0038650408,0.0015576201,1.354,0.765
2019-07-10,CTD10,4170388,695646,0.012789867,0.019016959,0.023100168,0.0076493807,0.0045201066,0.0012931526,0.001324091,0.0005488968,1.631,1.56
2019-07-10,CTD11,4169609,700351,0.0183935,0.02578439,0.032041967,0.012009988,0.007501406,0.0020845819,0.0020634641,0.0008472216,1.025,0.828
2019-07-10,CTD12,4173438,695414,0.015635073,0.022139747,0.026417064,0.008799479,0.0054658717,0.0015328886,0.0015387912,0.0006370291,0.944,1.272
2019-07-30,CTD1,4187246,695025,0.04674411,0.052729517,0.033720735,0.016421063,0.006349909,0.002201383,0.0022352617,0.000971751,0.4004999999999999,0.7130000000000001
2019-07-30,CTD2,4181518,693105,0.025297243,0.03314094,0.037053436,0.012769773,0.008028847,0.0022411963,0.0021943115,0.00090382295,1.74,1.6065
2019-07-30,CTD3,4181698,695238,0.04490488,0.046561293,0.040934585,0.032080475,0.017044185,0.0056029605,0.005109451,0.002166915,2.0555,1.3025
2019-07-30,CTD4,4180266,698264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.767,1.1275
2019-07-30,CTD5,4179450,700268,0.027033232,0.03548102,0.034916107,0.009764415,0.005635446,0.0015624397,0.0016228532,0.00065487274,0.736,0.8175
