Date,Buoy,Latitude,Longitude,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
2018-07-10,CTD4,4180266,698264,0.010210114,0.021782534,0.035196193,0.009277741,0.0054442696,0.0014095127,0.0013507952,0.000521159,0.010139006,0.022157278,0.035335742,0.009355545,0.0059496793,0.0013463192,0.011709352,0.0
2018-07-10,CTD5,4179450,700268,0.011973578,0.023772126,0.036296796,0.008423254,0.0047942144,0.0012470598,0.0012039616,0.0004661035,0.011858209,0.024009746,0.036328837,0.008442197,0.0052988115,0.0011930444,0.037070386,0.0
2018-07-10,CTD6,4176009,695829,0.0066571343,0.014746535,0.01981364,0.003654947,0.0021993662,0.0005869193,0.0005713679,0.00022632194,0.0066068834,0.015069665,0.01979218,0.003616197,0.0023503492,0.00057501666,0.015517592,0.0
2018-07-10,CTD7,4176724,690397,0.019662155,0.028200062,0.035864234,0.010170917,0.006982313,0.001916203,0.0018305462,0.00071843417,0.019489976,0.028185131,0.035929263,0.010121342,0.0071056453,0.0018322509,0.15888153,0.0
2018-07-10,CTD8,4174178,693048,0.006992614,0.017284034,0.032239832,0.007022329,0.004551065,0.0011593883,0.0011260202,0.00044043083,0.0068976223,0.01770422,0.032068,0.0069916304,0.0047160597,0.0011552862,0.033619855,0.0
2018-07-10,CTD9,4171106,693183,0.0142114395,0.026177911,0.05154072,0.019712133,0.015786957,0.0042824326,0.004125802,0.0015796167,0.013996801,0.026248466,0.05126973,0.01947386,0.015161288,0.004266509,0.34802952,0.0
2018-07-10,CTD10,4170388,695646,0.009312271,0.018628802,0.030558141,0.008874941,0.0056850617,0.001540853,0.0014974705,0.0005910039,0.009233738,0.018993277,0.030555485,0.008870207,0.0059603537,0.0015034277,0.08353827,0.0
2018-07-10,CTD11,4169609,700351,0.0057961135,0.014133917,0.025986578,0.0061419024,0.003780026,0.0010160165,0.0009904058,0.00039101669,0.0057374407,0.014562309,0.026012404,0.006093242,0.004012994,0.0009970206,0.022593189,0.0
2018-07-10,CTD12,4173438,695414,0.0072513027,0.017486915,0.031209607,0.007022329,0.0041801417,0.0010865245,0.0010543752,0.0004115284,0.0072017717,0.018044911,0.03142213,0.0069916304,0.004510764,0.001058938,0.00018737382,0.0
2018-08-29,CTD1,4187246,695025,0.005007676,0.011277513,0.02272107,0.0066567715,0.004499198,0.001185568,0.0011574558,0.00045888493,0.0049732253,0.011397216,0.022825332,0.006641423,0.0046336143,0.0011839723,0.08236378,0.0
2018-08-29,CTD2,4181518,693105,0.0053323656,0.012587812,0.019331973,0.004911599,0.0029557846,0.0007992781,0.00078301353,0.00031089317,0.005293135,0.012865161,0.019244311,0.004857723,0.0031809362,0.0007786671,0.0006221321,0.0
2018-08-29,CTD3,4181698,695238,0.004085696,0.009950453,0.015174033,0.0030272186,0.0018192806,0.00047047905,0.00045633255,0.00018001343,0.0040675844,0.010280856,0.0152435955,0.002974568,0.0018990077,0.00045953205,0.00082649937,0.0
2018-08-29,CTD4,4180266,698264,0.012751962,0.017543819,0.02170372,0.00754669,0.0058635226,0.0017445227,0.0017065207,0.000696434,0.012660563,0.017458955,0.021509513,0.007422423,0.005829177,0.0017136218,0.17810516,0.0
2018-08-29,CTD5,4179450,700268,0.009733086,0.02093212,0.033654742,0.0073353904,0.0045031663,0.0011763927,0.0011506432,0.00044734534,0.009630782,0.021129739,0.033578236,0.0073630125,0.004817473,0.0011451032,0.04591403,0.0
2018-08-29,CTD6,4176009,695829,0.004746127,0.010858914,0.018943436,0.004000324,0.0024365943,0.0006313506,0.0006126675,0.00024220279,0.00472006,0.011062956,0.018978309,0.003940134,0.002568446,0.00062151294,0.005329411,0.0
2018-08-29,CTD7,4176724,690397,0.011400386,0.019582752,0.026817178,0.0065860124,0.0048345802,0.001378852,0.0013608607,0.0005529156,0.011309126,0.019610025,0.026810344,0.00656972,0.0049244734,0.0013734056,0.19666903,0.0
2018-08-29,CTD8,4174178,693048,0.011760384,0.020990662,0.032533053,0.008461461,0.0061879302,0.001719851,0.0016795765,0.0006701586,0.011645201,0.021042382,0.032593574,0.008433874,0.006237169,0.0016976281,0.16498698,0.0
2018-08-29,CTD9,4171106,693183,0.01478875,0.025530646,0.048177455,0.02073509,0.016882977,0.004623824,0.0044593834,0.0017052311,0.014587177,0.025466388,0.048607204,0.020694746,0.01652363,0.0045825383,0.38539645,0.0
2018-08-29,CTD10,4170388,695646,0.0055204914,0.013238908,0.022380222,0.005298233,0.0032749674,0.00084695045,0.0008224172,0.00032396504,0.0054746345,0.013426632,0.022351881,0.0052463803,0.0034555898,0.0008370862,0.060399532,0.0
2018-08-29,CTD11,4169609,700351,0.008607141,0.016966468,0.026851162,0.0074879033,0.0054635387,0.0014896399,0.0014615068,0.0005820748,0.008537209,0.016999332,0.02680235,0.0074722515,0.005516328,0.0014833455,0.15564129,0.0
2018-08-29,CTD12,4173438,695414,0.0054955417,0.013057457,0.024079371,0.0057708784,0.0037717456,0.0009851953,0.00095950323,0.00037736256,0.005444266,0.013286386,0.024067122,0.0057582106,0.003931791,0.0009786225,0.052124925,0.0
2018-10-03,CTD1,4187246,695025,0.011926706,0.018559728,0.026732363,0.00842672,0.006538681,0.0018495695,0.0018115133,0.0007291204,0.011822508,0.01843006,0.026770394,0.008375807,0.0064400644,0.0018372303,0.23549448,0.0
2018-10-03,CTD2,4181518,693105,0.024940092,0.030903708,0.036360398,0.012544247,0.009225727,0.0025961418,0.002463768,0.0009639786,0.024483867,0.031028539,0.036539856,0.012388057,0.009144457,0.002464662,0.20029329,0.0
2018-10-03,CTD3,4181698,695238,0.012657564,0.017859012,0.017628867,0.0038525488,0.0024924164,0.0007057683,0.00068658846,0.0002758093,0.012565361,0.017762292,0.017498713,0.0038072518,0.002643925,0.00069802155,0.056839738,0.0
2018-10-03,CTD4,4180266,698264,0.00924308,0.007678843,0.003769887,0.0013123944,0.00088591035,0.00023695396,0.00022580294,9.268766e-05,0.009271227,0.0076779462,0.003742417,0.0012799778,0.0008989495,0.000229241,0.26122943,0.0
